industry,quarter,stage,check_question,check_questions_context,handoff_review_functions,signal_questions,external_questions,quality_questions,signal_profile,quality_flag_list
목재종이,2024Q1,추가확인,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).","생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향,생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",생산유지·고용감소 신호,분기 내 3개월 모두 같은 방향 · 소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간
비금속,2024Q1,관찰,수주잔량·가동률·휴업/감산·기업 수 변동·고용조정 계획 신고 여부를 확인한다(원인 후보이며 입증된 원인이 아님).,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.","가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",가동 위축 신호 · 실질생산 위축 신호(PPI 조정),분기 내 3개월 모두 같은 방향 · 소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간
석유화학,2024Q1,관찰,선제채용·신규 입주기업·고용조정 시차·생산 단가와 물량 구분 가능성을 확인한다.,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향,,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",해석 보류,PPI 매핑 불확실(C·D 등급) · 연간보정 개정본 사용 구간
섬유의복,2024Q1,추가확인,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).","가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.","가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",가동 위축 신호 · 생산유지·고용감소 신호,분기 내 3개월 모두 같은 방향 · 소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간
운송장비,2024Q1,관찰,미충원·숙련수요·증가의 지속가능성을 확인한다.,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
명목생산과 PPI 조정 생산의 방향이 달라, 이 분기의 생산 변화가 가격 때문인지 물량 때문인지 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","명목생산과 PPI 조정 생산의 방향이 달라, 이 분기의 생산 변화가 가격 때문인지 물량 때문인지 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",해석 보류,분기 내 2개월에서 같은 방향 · 명목·PPI 조정 생산 방향 불일치 · 연간보정 개정본 사용 구간 · 외부자료 업종 대응 불확실
음식료,2024Q1,관찰,선제채용·신규 입주기업·고용조정 시차·생산 단가와 물량 구분 가능성을 확인한다.,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",해석 보류,소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간
전기전자,2024Q1,관찰,미충원·숙련수요·증가의 지속가능성을 확인한다.,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,,"가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",해석 보류,PPI 매핑 불확실(C·D 등급) · 연간보정 개정본 사용 구간 · 외부자료 업종 대응 불확실
철강,2024Q1,관찰,선제채용·신규 입주기업·고용조정 시차·생산 단가와 물량 구분 가능성을 확인한다.,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.,"확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.",연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.,가동 위축 신호,연간보정 개정본 사용 구간
기계,2024Q2,관찰,미충원·숙련수요·증가의 지속가능성을 확인한다.,"확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,,"확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",해석 보류,연간보정 개정본 사용 구간 · 가동률 공표 정의 단절 구간 · 월별 원자료 미제공 구간
기타,2024Q2,관찰,미충원·숙련수요·증가의 지속가능성을 확인한다.,"가동업체 감소가 실제 퇴거·폐업·통합·휴업에 따른 것인지, 아니면 조사대상 변동이나 집계기준 변경에 따른 것인지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향,"가동업체 감소가 실제 퇴거·폐업·통합·휴업에 따른 것인지, 아니면 조사대상 변동이나 집계기준 변경에 따른 것인지 확인할 필요가 있다.","가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.","이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",업체수 감소 신호,PPI 매핑 불확실(C·D 등급) · 소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간 · 가동률 공표 정의 단절 구간 · 월별 원자료 미제공 구간
목재종이,2024Q2,추가확인,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).","생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향,생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",생산유지·고용감소 신호,소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간 · 가동률 공표 정의 단절 구간 · 월별 원자료 미제공 구간
비금속,2024Q2,추가확인,"자동화·설비투자, 외주·도급 전환, 미충원·숙련 불일치, 직무구조 변화 가능성을 질문으로 확인한다(원인 후보이며 입증된 원인이 아님).","생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향,생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",생산유지·고용감소 신호,소규모 분모 — 비율 변동 과대 가능 · 연간보정 개정본 사용 구간 · 가동률 공표 정의 단절 구간 · 월별 원자료 미제공 구간
석유화학,2024Q2,관찰,선제채용·신규 입주기업·고용조정 시차·생산 단가와 물량 구분 가능성을 확인한다.,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향,,"가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.","이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",해석 보류,PPI 매핑 불확실(C·D 등급) · 연간보정 개정본 사용 구간 · 가동률 공표 정의 단절 구간 · 월별 원자료 미제공 구간
