industry,quarter,triage_stage_preserved,stage_reason,g1,g2,g3,g4,electre_stage,electre_specification,boundary_action,review_queue_group,cai_observe,cai_check,cai_priority,cai_undetermined,necessary_stage,possible_stages,n_possible,smaa_parameter_sensitive,smaa_note,prereg_status,ppi_mapping_grade,ppi_adjusted_production_yoy,cross_source_available,trade_data_available,power_data_available,bsi_data_available,mfg_flow_data_available,external_data_used_as_electre_criterion,external_evidence_role,check_questions_context,handoff_review_functions
전기전자,2025Q4,추가확인,산단평균 대비 5.5%p 열위(진입경계 통과) · 산단 제조업 고용의 1.20% 감소(진입경계 1.0% 통과),1390.0,4.729178007621126,0.0,4.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.0,0.1564469914040114,0.8435530085959886,0.0,,CHECK|PRIORITY,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,C,,True,True,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
운송장비,2025Q4,추가확인,고용감소 5.3%(진입경계 5% 통과) · 산단평균 대비 6.1%p 열위(진입경계 통과),911.0,5.295280167402927,13.761383046661424,4.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),4 안정 우선검토 후보,0.0,0.0,1.0,0.0,PRIORITY,PRIORITY,1,False,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-14.87293564832789,True,True,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",산업동향 / 산업동향 · 기업지원 / 고용지원 · 직업훈련
섬유의복,2022Q2,추가확인,고용감소 11.4%(상위경계 10% 통과) · 산단평균 대비 11.3%p 열위(상위경계 통과) [상위경계 통과했으나 고용 39인 < 300인으로 우선점검 제외],5.0,11.363636363636363,0.0,3.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.7438395415472779,0.256160458452722,0.0,0.0,,OBSERVE|CHECK,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,194.9783902057662,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동업체 감소가 실제 퇴거·폐업·통합·휴업에 따른 것인지, 아니면 조사대상 변동이나 집계기준 변경에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
섬유의복,2022Q3,추가확인,고용감소 11.4%(상위경계 10% 통과) · 산단평균 대비 11.1%p 열위(상위경계 통과) [상위경계 통과했으나 고용 39인 < 300인으로 우선점검 제외],5.0,11.363636363636363,0.0,4.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.7438395415472779,0.2332378223495702,0.0229226361031518,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,265.2069715981951,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동업체 감소가 실제 퇴거·폐업·통합·휴업에 따른 것인지, 아니면 조사대상 변동이나 집계기준 변경에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
섬유의복,2024Q1,추가확인,고용감소 28.3%(상위경계 10% 통과) · 산단평균 대비 28.5%p 열위(상위경계 통과) [상위경계 통과했으나 고용 38인 < 300인으로 우선점검 제외],15.0,28.301886792452837,0.0,2.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.7340974212034383,0.2659025787965616,0.0,0.0,,OBSERVE|CHECK,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,18.321366543174666,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
섬유의복,2024Q2,추가확인,고용감소 13.6%(상위경계 10% 통과) · 산단평균 대비 16.2%p 열위(상위경계 통과) [상위경계 통과했으나 고용 38인 < 300인으로 우선점검 제외],6.0,13.636363636363637,6.908077994428963,3.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.0974212034383954,0.8544412607449857,0.0481375358166189,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-7.509322890049908,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향
섬유의복,2024Q3,추가확인,산단평균 대비 5.2%p 열위(진입경계 통과),1.0,2.564102564102566,0.0,4.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.7438395415472779,0.256160458452722,0.0,0.0,,OBSERVE|CHECK,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,39.78677359820362,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향 · 기업지원 / 산업동향
기타,2025Q2,추가확인,고용감소 15.6%(상위경계 10% 통과) · 산단평균 대비 18.1%p 열위(상위경계 통과) [상위경계 통과했으나 고용 146인 < 300인으로 우선점검 제외],27.0,15.606936416184968,0.0,2.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.6905444126074498,0.3094555873925501,0.0,0.0,,OBSERVE|CHECK,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,D,,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
전기전자,2025Q2,추가확인,산단평균 대비 7.0%p 열위(진입경계 통과) · 산단 제조업 고용의 1.13% 감소(진입경계 1.0% 통과),1350.0,4.584819154355579,3.498117545216406,2.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.0,0.7845272206303725,0.2154727793696275,0.0,,CHECK|PRIORITY,2,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,C,,True,True,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"확인된 품목 기준 수출은 유지·확대되는데 고용이 감소하고 있어 생산성·자동화·기업구성 변화 등의 가능성을 추가 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
기타,2025Q3,추가확인,고용감소 16.2%(상위경계 10% 통과) · 산단평균 대비 16.4%p 열위(상위경계 통과) [상위경계 통과했으나 고용 145인 < 300인으로 우선점검 제외],28.0,16.184971098265898,0.0,3.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,5 파라미터 민감 추가확인,0.6876790830945558,0.2893982808022922,0.0229226361031518,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,D,,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
전기전자,2025Q1,추가확인,산단평균 대비 5.7%p 열위(진입경계 통과),907.0,3.1039321036241074,0.0,1.0,CHECK,D_small_indifference (same archived run as compatible CAI),추가확인 유지,6 추가확인,0.0,1.0,0.0,0.0,CHECK,CHECK,1,False,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,C,,True,True,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
확인된 품목 기준 수출이 함께 감소하고 있어, 외부수요 약화 가능성을 보려면 수출 감소가 특정 품목·기업에 집중되는지 추가 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
산단 고용과 창원시 고용보험 지표의 방향이 달라 모집단 차이·자료 개정·기업 구성 차이 중 무엇 때문인지 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.
외부 자료의 업종 구분이 산단 10업종과 정확히 대응하지 않는다. 비교 결과를 참고로만 읽고 대응 범위를 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향 · 기업지원 / 산업동향
